store_id	正式店名	店名かな	別名・旧名	施設区分	大ジャンル	小ジャンル	都道府県	市区町村	住所	緯度	経度	最寄駅・交通	電話番号	公式URL	食べログURL	GoogleマップURL	営業状態	予約区分	昼予算	夜予算	最終確認日	確認状態	備考
FOD-0822	ブランジュリー パリの空の下			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 若林駅			https://tabelog.com/tokyo/A1317/A131709/13100024/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13100024 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0823	イエンセン			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 代々木八幡駅			https://tabelog.com/tokyo/A1318/A131810/13007309/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13007309 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0824	ファクトリー			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 市ケ谷駅			https://tabelog.com/tokyo/A1309/A130904/13093265/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13093265 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0825	パネッテリア・アリエッタ 五反田本店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 五反田駅			https://tabelog.com/tokyo/A1316/A131603/13019888/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13019888 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0826	ブーランジェリー セイジアサクラ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 高輪台駅			https://tabelog.com/tokyo/A1316/A131603/13055881/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13055881 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0827	ジャン・フランソワ Echika表参道			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 表参道駅			https://tabelog.com/tokyo/A1306/A130602/13020396/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13020396 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0828	ラ ブティック ドゥ ジョエル・ロブション 丸の内ブリックスクエア店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 二重橋前駅			https://tabelog.com/tokyo/A1302/A130201/13096409/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13096409 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0829	365日			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 代々木公園駅			https://tabelog.com/tokyo/A1318/A131810/13164031/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13164031 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0830	パンとエスプレッソと			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 表参道駅			https://tabelog.com/tokyo/A1306/A130602/13090477/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13090477 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0831	リンデ 吉祥寺本店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 吉祥寺駅			https://tabelog.com/tokyo/A1320/A132001/13005831/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13005831 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0832	ブーランジェリー スドウ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 松陰神社前駅			https://tabelog.com/tokyo/A1317/A131709/13098861/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13098861 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0833	AOSAN			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 仙川駅			https://tabelog.com/tokyo/A1326/A132601/13047751/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13047751 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0834	シニフィアン シニフィエ 日本橋タカシマヤ店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 日本橋駅			https://tabelog.com/tokyo/A1302/A130202/13054419/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13054419 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0835	パン・デ・フィロゾフ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 神楽坂駅			https://tabelog.com/tokyo/A1309/A130905/13213156/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13213156 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0836	エスプリ・ド・ビゴ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 九品仏駅			https://tabelog.com/tokyo/A1317/A131703/13003252/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13003252 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0837	モンシェール 東陽町工場			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 東陽町駅			https://tabelog.com/tokyo/A1313/A131303/13024396/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13024396 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0838	マルイチベーグル			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 白金高輪駅			https://tabelog.com/tokyo/A1316/A131602/13010793/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13010793 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0839	ル・グルニエ・ア・パン アトレ恵比寿店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 恵比寿駅			https://tabelog.com/tokyo/A1303/A130302/13194633/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13194633 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0840	ラ ブティック ドゥ ジョエル・ロブション 六本木ヒルズ店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 六本木駅			https://tabelog.com/tokyo/A1307/A130701/13020237/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13020237 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0841	ぶーる・ぶーる・ぶらんじぇり			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 八王子駅			https://tabelog.com/tokyo/A1329/A132904/13048885/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13048885 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0842	BAGEL STANDARD			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 中目黒駅			https://tabelog.com/tokyo/A1317/A131701/13108159/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13108159 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0843	ル・グルニエ・ア・パン			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 半蔵門駅			https://tabelog.com/tokyo/A1308/A130803/13011374/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13011374 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0844	ジャンティーユ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 目黒駅			https://tabelog.com/tokyo/A1316/A131601/13044382/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13044382 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0845	ラトリエ･デュ･パン			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 六本木駅			https://tabelog.com/tokyo/A1307/A130701/13147689/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13147689 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0846	ネモ・ベーカリー＆カフェ 武蔵小山 本店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 武蔵小山駅			https://tabelog.com/tokyo/A1317/A131710/13045550/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13045550 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0847	セントル ザ・ベーカリー			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 銀座一丁目駅			https://tabelog.com/tokyo/A1301/A130101/13157424/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13157424 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0848	パーラー江古田			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 新桜台駅			https://tabelog.com/tokyo/A1321/A132101/13185945/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13185945 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0849	SONKA			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 南阿佐ケ谷駅			https://tabelog.com/tokyo/A1319/A131905/13174215/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13174215 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0850	ザ・シティ・ベーカリー 品川			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 品川駅			https://tabelog.com/tokyo/A1314/A131403/13162267/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13162267 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0851	VIRON			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 東京駅			https://tabelog.com/tokyo/A1302/A130201/13043904/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13043904 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0852	アルチザン・ブーランジェ・クピド			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 奥沢駅			https://tabelog.com/tokyo/A1317/A131711/13035704/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13035704 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0853	パサージュ ア ニヴォ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 武蔵境駅			https://tabelog.com/tokyo/A1320/A132003/13056438/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13056438 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0854	トラスパレンテ 学芸大学			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 学芸大学駅			https://tabelog.com/tokyo/A1317/A131702/13129736/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13129736 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0855	カフェむぎわらい			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 三ノ輪橋駅			https://tabelog.com/tokyo/A1311/A131104/13056511/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13056511 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0856	TOLO PAN TOKYO			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 池尻大橋駅			https://tabelog.com/tokyo/A1317/A131705/13093803/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13093803 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0857	ル パン ドゥ ジョエル･ロブション ニュウマン新宿店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 新宿駅			https://tabelog.com/tokyo/A1304/A130401/13193559/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13193559 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0858	イトキト			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 大岡山駅			https://tabelog.com/tokyo/A1317/A131711/13048404/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13048404 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0859	ラ ブティック ドゥ ジョエル・ロブション 恵比寿ガーデンプレイス店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 恵比寿駅			https://tabelog.com/tokyo/A1303/A130302/13014064/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13014064 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0860	ブーランジェリー&カフェ マンマーノ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 代々木上原駅			https://tabelog.com/tokyo/A1318/A131811/13059417/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13059417 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0861	ザ・シティ・ベーカリー 東急プラザ銀座店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 銀座駅			https://tabelog.com/tokyo/A1301/A130101/13193897/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13193897 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0862	オリミネベーカーズ 築地七丁目店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 築地駅			https://tabelog.com/tokyo/A1313/A131301/13124863/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13124863 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0863	ピエール・ガニェール パン・エ・ガトー			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 六本木一丁目駅			https://tabelog.com/tokyo/A1308/A130802/13114277/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13114277 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0864	セル・オ・ブレ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 武蔵小山駅			https://tabelog.com/tokyo/A1317/A131710/13044661/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13044661 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0865	カイソ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 世田谷代田駅			https://tabelog.com/tokyo/A1318/A131812/13129587/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13129587 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0866	ブレッド&タパス 沢村 広尾			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 広尾駅			https://tabelog.com/tokyo/A1307/A130703/13128350/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13128350 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0867	ブティック・トロワグロ 小田急百貨店　新宿店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 新宿駅			https://tabelog.com/tokyo/A1304/A130401/13004211/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13004211 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0868	ジャン フランコ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 用賀駅			https://tabelog.com/tokyo/A1317/A131707/13169306/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13169306 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0869	ポワンエリーニュ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 大手町駅			https://tabelog.com/tokyo/A1302/A130201/13038468/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13038468 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0870	ダンディゾン			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 吉祥寺駅			https://tabelog.com/tokyo/A1320/A132001/13005834/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13005834 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0871	ビゴの店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 銀座一丁目駅			https://tabelog.com/tokyo/A1301/A130101/13002489/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13002489 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0872	パン家のどん助			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 東新宿駅			https://tabelog.com/tokyo/A1304/A130401/13020179/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13020179 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0873	俺のBakery&Cafe 恵比寿			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 恵比寿駅			https://tabelog.com/tokyo/A1303/A130302/13201307/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13201307 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0874	エムサイズ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 学芸大学駅			https://tabelog.com/tokyo/A1317/A131702/13024601/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13024601 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0875	墨繪パン 新宿店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 新宿駅			https://tabelog.com/tokyo/A1304/A130401/13000762/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13000762 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0876	ジャン・フランソワ 渋谷マークシティ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 渋谷駅			https://tabelog.com/tokyo/A1303/A130301/13099225/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13099225 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0877	ポワンタージュ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 麻布十番駅			https://tabelog.com/tokyo/A1307/A130702/13004566/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13004566 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0878	VIRON 渋谷店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 神泉駅			https://tabelog.com/tokyo/A1303/A130301/13004626/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13004626 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0879	パン工房 ブランジェリーケン			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 下赤塚駅			https://tabelog.com/tokyo/A1322/A132204/13046260/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13046260 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0880	ヴァン ドゥ リュド 尾山台店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 尾山台駅			https://tabelog.com/tokyo/A1317/A131715/13140110/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13140110 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0881	ブーランジェリー・イアナック			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 西日暮里駅			https://tabelog.com/tokyo/A1311/A131105/13048516/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13048516 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0882	シニフィアン シニフィエ 世田谷本店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 三軒茶屋駅			https://tabelog.com/tokyo/A1317/A131706/13030788/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13030788 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0883	メゾン・ランドゥメンヌ 麻布台			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 六本木一丁目駅			https://tabelog.com/tokyo/A1307/A130701/13180316/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13180316 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0884	プルクル			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 代々木駅			https://tabelog.com/tokyo/A1304/A130403/13133746/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13133746 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0885	メゾン・イチ 代官山			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 代官山駅			https://tabelog.com/tokyo/A1303/A130303/13099140/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13099140 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0886	ルヴァン 富ヶ谷店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 代々木八幡駅			https://tabelog.com/tokyo/A1318/A131810/13001841/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13001841 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0887	ブーランジェリー ボネダンヌ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 三軒茶屋駅			https://tabelog.com/tokyo/A1317/A131705/13158722/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13158722 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0888	ル・ルソール			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 駒場東大前駅			https://tabelog.com/tokyo/A1318/A131801/13026653/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13026653 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0889	ポム・ド・テール			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 西荻窪駅			https://tabelog.com/tokyo/A1319/A131907/13009237/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13009237 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0890	ショーマッカー			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 大岡山駅			https://tabelog.com/tokyo/A1317/A131711/13045113/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13045113 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0891	亀井堂			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 神楽坂駅			https://tabelog.com/tokyo/A1309/A130905/13000473/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13000473 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0892	とらやベーカリー			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 金町駅			https://tabelog.com/tokyo/A1324/A132403/13050971/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13050971 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0893	ル パン ドゥ ジョエル・ロブション 渋谷ヒカリエShinQs店			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 渋谷駅			https://tabelog.com/tokyo/A1303/A130301/13140263/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13140263 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0894	ベーカリー&レストラン 沢村 新宿			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 新宿駅			https://tabelog.com/tokyo/A1304/A130403/13193553/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13193553 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0895	ブーランジェリーレカン			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 東銀座駅			https://tabelog.com/tokyo/A1301/A130101/13175684/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13175684 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0896	レフェクトワール			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 明治神宮前駅			https://tabelog.com/tokyo/A1306/A130601/13149666/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13149666 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0897	パンのペリカン			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 田原町駅			https://tabelog.com/tokyo/A1311/A131102/13003662/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13003662 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0898	パン・オ・スリール			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 渋谷駅			https://tabelog.com/tokyo/A1306/A130602/13147336/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13147336 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0899	カタネベーカリー			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 代々木上原駅			https://tabelog.com/tokyo/A1318/A131811/13020931/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13020931 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0900	ヒルサイドパントリー 代官山			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 代官山駅			https://tabelog.com/tokyo/A1303/A130303/13002071/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13002071 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0901	えんツコ堂 製パン			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 西荻窪駅			https://tabelog.com/tokyo/A1319/A131907/13060088/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13060088 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0902	チクテベーカリー			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 南大沢駅			https://tabelog.com/tokyo/A1329/A132904/13153557/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13153557 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0903	まちのパーラー			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 小竹向原駅			https://tabelog.com/tokyo/A1321/A132101/13126515/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13126515 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0904	粉花			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 浅草（つくばＥＸＰ）駅			https://tabelog.com/tokyo/A1311/A131102/13057726/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13057726 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
FOD-0905	パン オ フゥ			飲食店	パン	食べログ パン 百名店 2020	東京都					東京都 五反田駅			https://tabelog.com/tokyo/A1316/A131603/13120288/		未確認				46232	店舗照合済	食べログ 百名店 2020 / パン TOKYO / Tabelog ID 13120288 / https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
