award_id	store_id	選定元	選定シリーズ	ランク・区分	公式ジャンル	年度	地域区分	掲載名	掲載時地域	出典URL	出典確認日	照合状態	備考
HYK2020-0001	FOD-0822	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ブランジュリー パリの空の下	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 1/100 / Tabelog ID 13100024
HYK2020-0002	FOD-0823	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	イエンセン	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 2/100 / Tabelog ID 13007309
HYK2020-0003	FOD-0824	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ファクトリー	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 3/100 / Tabelog ID 13093265
HYK2020-0004	FOD-0825	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	パネッテリア・アリエッタ 五反田本店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 4/100 / Tabelog ID 13019888
HYK2020-0005	FOD-0775	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ラトリエ ドゥ プレジール	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 5/100 / Tabelog ID 13050412
HYK2020-0006	FOD-0826	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ブーランジェリー セイジアサクラ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 6/100 / Tabelog ID 13055881
HYK2020-0007	FOD-0827	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ジャン・フランソワ Echika表参道	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 7/100 / Tabelog ID 13020396
HYK2020-0008	FOD-0828	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ラ ブティック ドゥ ジョエル・ロブション 丸の内ブリックスクエア店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 8/100 / Tabelog ID 13096409
HYK2020-0009	FOD-0829	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	365日	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 9/100 / Tabelog ID 13164031
HYK2020-0010	FOD-0830	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	パンとエスプレッソと	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 10/100 / Tabelog ID 13090477
HYK2020-0011	FOD-0831	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	リンデ 吉祥寺本店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 11/100 / Tabelog ID 13005831
HYK2020-0012	FOD-0832	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ブーランジェリー スドウ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 12/100 / Tabelog ID 13098861
HYK2020-0013	FOD-0833	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	AOSAN	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 13/100 / Tabelog ID 13047751
HYK2020-0014	FOD-0834	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	シニフィアン シニフィエ 日本橋タカシマヤ店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 14/100 / Tabelog ID 13054419
HYK2020-0015	FOD-0835	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	パン・デ・フィロゾフ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 15/100 / Tabelog ID 13213156
HYK2020-0016	FOD-0836	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	エスプリ・ド・ビゴ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 16/100 / Tabelog ID 13003252
HYK2020-0017	FOD-0837	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	モンシェール 東陽町工場	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 17/100 / Tabelog ID 13024396
HYK2020-0018	FOD-0838	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	マルイチベーグル	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 18/100 / Tabelog ID 13010793
HYK2020-0019	FOD-0839	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ル・グルニエ・ア・パン アトレ恵比寿店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 19/100 / Tabelog ID 13194633
HYK2020-0020	FOD-0840	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ラ ブティック ドゥ ジョエル・ロブション 六本木ヒルズ店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 20/100 / Tabelog ID 13020237
HYK2020-0021	FOD-0841	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ぶーる・ぶーる・ぶらんじぇり	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 21/100 / Tabelog ID 13048885
HYK2020-0022	FOD-0842	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	BAGEL STANDARD	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 22/100 / Tabelog ID 13108159
HYK2020-0023	FOD-0843	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ル・グルニエ・ア・パン	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 23/100 / Tabelog ID 13011374
HYK2020-0024	FOD-0844	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ジャンティーユ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 24/100 / Tabelog ID 13044382
HYK2020-0025	FOD-0845	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ラトリエ･デュ･パン	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 25/100 / Tabelog ID 13147689
HYK2020-0026	FOD-0846	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ネモ・ベーカリー＆カフェ 武蔵小山 本店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 26/100 / Tabelog ID 13045550
HYK2020-0027	FOD-0847	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	セントル ザ・ベーカリー	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 27/100 / Tabelog ID 13157424
HYK2020-0028	FOD-0848	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	パーラー江古田	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 28/100 / Tabelog ID 13185945
HYK2020-0029	FOD-0849	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	SONKA	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 29/100 / Tabelog ID 13174215
HYK2020-0030	FOD-0850	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ザ・シティ・ベーカリー 品川	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 30/100 / Tabelog ID 13162267
HYK2020-0031	FOD-0851	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	VIRON	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 31/100 / Tabelog ID 13043904
HYK2020-0032	FOD-0852	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	アルチザン・ブーランジェ・クピド	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 32/100 / Tabelog ID 13035704
HYK2020-0033	FOD-0853	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	パサージュ ア ニヴォ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 33/100 / Tabelog ID 13056438
HYK2020-0034	FOD-0854	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	トラスパレンテ 学芸大学	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 34/100 / Tabelog ID 13129736
HYK2020-0035	FOD-0855	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	カフェむぎわらい	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 35/100 / Tabelog ID 13056511
HYK2020-0036	FOD-0856	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	TOLO PAN TOKYO	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 36/100 / Tabelog ID 13093803
HYK2020-0037	FOD-0857	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ル パン ドゥ ジョエル･ロブション ニュウマン新宿店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 37/100 / Tabelog ID 13193559
HYK2020-0038	FOD-0858	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	イトキト	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 38/100 / Tabelog ID 13048404
HYK2020-0039	FOD-0859	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ラ ブティック ドゥ ジョエル・ロブション 恵比寿ガーデンプレイス店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 39/100 / Tabelog ID 13014064
HYK2020-0040	FOD-0860	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ブーランジェリー&カフェ マンマーノ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 40/100 / Tabelog ID 13059417
HYK2020-0041	FOD-0861	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ザ・シティ・ベーカリー 東急プラザ銀座店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 41/100 / Tabelog ID 13193897
HYK2020-0042	FOD-0862	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	オリミネベーカーズ 築地七丁目店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 42/100 / Tabelog ID 13124863
HYK2020-0043	FOD-0863	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ピエール・ガニェール パン・エ・ガトー	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 43/100 / Tabelog ID 13114277
HYK2020-0044	FOD-0864	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	セル・オ・ブレ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 44/100 / Tabelog ID 13044661
HYK2020-0045	FOD-0865	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	カイソ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 45/100 / Tabelog ID 13129587
HYK2020-0046	FOD-0866	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ブレッド&タパス 沢村 広尾	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 46/100 / Tabelog ID 13128350
HYK2020-0047	FOD-0867	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ブティック・トロワグロ 小田急百貨店　新宿店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 47/100 / Tabelog ID 13004211
HYK2020-0048	FOD-0868	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ジャン フランコ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 48/100 / Tabelog ID 13169306
HYK2020-0049	FOD-0869	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ポワンエリーニュ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 49/100 / Tabelog ID 13038468
HYK2020-0050	FOD-0870	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ダンディゾン	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 50/100 / Tabelog ID 13005834
HYK2020-0051	FOD-0871	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ビゴの店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 51/100 / Tabelog ID 13002489
HYK2020-0052	FOD-0872	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	パン家のどん助	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 52/100 / Tabelog ID 13020179
HYK2020-0053	FOD-0873	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	俺のBakery&Cafe 恵比寿	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 53/100 / Tabelog ID 13201307
HYK2020-0054	FOD-0874	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	エムサイズ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 54/100 / Tabelog ID 13024601
HYK2020-0055	FOD-0875	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	墨繪パン 新宿店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 55/100 / Tabelog ID 13000762
HYK2020-0056	FOD-0876	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ジャン・フランソワ 渋谷マークシティ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 56/100 / Tabelog ID 13099225
HYK2020-0057	FOD-0877	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ポワンタージュ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 57/100 / Tabelog ID 13004566
HYK2020-0058	FOD-0878	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	VIRON 渋谷店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 58/100 / Tabelog ID 13004626
HYK2020-0059	FOD-0879	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	パン工房 ブランジェリーケン	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 59/100 / Tabelog ID 13046260
HYK2020-0060	FOD-0880	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ヴァン ドゥ リュド 尾山台店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 60/100 / Tabelog ID 13140110
HYK2020-0061	FOD-0881	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ブーランジェリー・イアナック	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 61/100 / Tabelog ID 13048516
HYK2020-0062	FOD-0882	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	シニフィアン シニフィエ 世田谷本店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 62/100 / Tabelog ID 13030788
HYK2020-0063	FOD-0883	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	メゾン・ランドゥメンヌ 麻布台	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 63/100 / Tabelog ID 13180316
HYK2020-0064	FOD-0884	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	プルクル	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 64/100 / Tabelog ID 13133746
HYK2020-0065	FOD-0885	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	メゾン・イチ 代官山	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 65/100 / Tabelog ID 13099140
HYK2020-0066	FOD-0886	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ルヴァン 富ヶ谷店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 66/100 / Tabelog ID 13001841
HYK2020-0067	FOD-0887	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ブーランジェリー ボネダンヌ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 67/100 / Tabelog ID 13158722
HYK2020-0068	FOD-0888	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ル・ルソール	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 68/100 / Tabelog ID 13026653
HYK2020-0069	FOD-0889	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ポム・ド・テール	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 69/100 / Tabelog ID 13009237
HYK2020-0070	FOD-0890	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ショーマッカー	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 70/100 / Tabelog ID 13045113
HYK2020-0071	FOD-0891	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	亀井堂	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 71/100 / Tabelog ID 13000473
HYK2020-0072	FOD-0892	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	とらやベーカリー	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 72/100 / Tabelog ID 13050971
HYK2020-0073	FOD-0893	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ル パン ドゥ ジョエル・ロブション 渋谷ヒカリエShinQs店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 73/100 / Tabelog ID 13140263
HYK2020-0074	FOD-0894	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ベーカリー&レストラン 沢村 新宿	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 74/100 / Tabelog ID 13193553
HYK2020-0075	FOD-0895	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ブーランジェリーレカン	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 75/100 / Tabelog ID 13175684
HYK2020-0076	FOD-0896	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	レフェクトワール	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 76/100 / Tabelog ID 13149666
HYK2020-0077	FOD-0897	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	パンのペリカン	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 77/100 / Tabelog ID 13003662
HYK2020-0078	FOD-0898	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	パン・オ・スリール	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 78/100 / Tabelog ID 13147336
HYK2020-0079	FOD-0899	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	カタネベーカリー	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 79/100 / Tabelog ID 13020931
HYK2020-0080	FOD-0900	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ヒルサイドパントリー 代官山	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 80/100 / Tabelog ID 13002071
HYK2020-0081	FOD-0901	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	えんツコ堂 製パン	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 81/100 / Tabelog ID 13060088
HYK2020-0082	FOD-0902	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	チクテベーカリー	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 82/100 / Tabelog ID 13153557
HYK2020-0083	FOD-0903	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	まちのパーラー	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 83/100 / Tabelog ID 13126515
HYK2020-0084	FOD-0904	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	粉花	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 84/100 / Tabelog ID 13057726
HYK2020-0085	FOD-0905	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	パン オ フゥ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 85/100 / Tabelog ID 13120288
HYK2020-0086	FOD-0906	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	breadworks エキュート品川	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 86/100 / Tabelog ID 13155677
HYK2020-0087	FOD-0907	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	空と麦と	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 87/100 / Tabelog ID 13164057
HYK2020-0088	FOD-0908	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ル・プチメック 日比谷店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 88/100 / Tabelog ID 13219670
HYK2020-0089	FOD-0909	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ベッカライ・ブロートハイム	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 89/100 / Tabelog ID 13001529
HYK2020-0090	FOD-0910	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	トロ コーヒーアンドベーカリー	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 90/100 / Tabelog ID 13118819
HYK2020-0091	FOD-0911	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	メゾン・イチ 西馬込店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 91/100 / Tabelog ID 13048505
HYK2020-0092	FOD-0912	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	小麦と酵母 濱田家 三軒茶屋本店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 92/100 / Tabelog ID 13005398
HYK2020-0093	FOD-0913	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	小麦と酵母 満 ecute品川店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 93/100 / Tabelog ID 13022775
