award_id	store_id	選定元	選定シリーズ	ランク・区分	公式ジャンル	年度	地域区分	掲載名	掲載時地域	出典URL	出典確認日	照合状態	備考
HYK2020-1414	FOD-2212	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	カマ喜ri	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 14/105 / Tabelog ID 37006622
HYK2020-1415	FOD-2213	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	江戸堀 木田 讃岐うどん	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 15/105 / Tabelog ID 27027893
HYK2020-1416	FOD-2214	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	山越うどん	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 16/105 / Tabelog ID 37000080
HYK2020-1417	FOD-2215	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	三好うどん	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 17/105 / Tabelog ID 37008190
HYK2020-1418	FOD-2216	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	あやうた製麺	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 18/105 / Tabelog ID 37007004
HYK2020-1419	FOD-0486	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	釜あげうどん 長田 in 香の香	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 19/105 / Tabelog ID 37000015
HYK2020-1420	FOD-2217	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	讃岐うどん いってつ	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 20/105 / Tabelog ID 27009072
HYK2020-1421	FOD-2218	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	本格手打うどん 大河	京都府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 21/105 / Tabelog ID 26020260
HYK2020-1422	FOD-2219	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどん工房悠々	兵庫県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 22/105 / Tabelog ID 28029478
HYK2020-1423	FOD-2220	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	シラカワ	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 23/105 / Tabelog ID 37000147
HYK2020-1424	FOD-2221	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	宮武うどん	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 24/105 / Tabelog ID 37005339
HYK2020-1425	FOD-2222	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどんの田	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 25/105 / Tabelog ID 37000384
HYK2020-1426	FOD-2223	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	極楽うどん TKU	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 26/105 / Tabelog ID 27042400
HYK2020-1427	FOD-2224	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	がいな製麺所	兵庫県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 27/105 / Tabelog ID 28003753
HYK2020-1428	FOD-2225	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	根ッ子うどん	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 28/105 / Tabelog ID 37000533
HYK2020-1429	FOD-2226	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	長田うどん	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 29/105 / Tabelog ID 37000005
HYK2020-1430	FOD-2227	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	山下うどん	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 30/105 / Tabelog ID 37000020
HYK2020-1431	FOD-0581	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	須崎食料品店	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 31/105 / Tabelog ID 37000143
HYK2020-1432	FOD-2228	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	純手打うどん よしや	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 32/105 / Tabelog ID 37004606
HYK2020-1433	FOD-2229	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	なかむら	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 33/105 / Tabelog ID 37000068
HYK2020-1434	FOD-2230	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	吉本食品	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 34/105 / Tabelog ID 37000684
HYK2020-1435	FOD-2231	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	手打うどん たむら	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 35/105 / Tabelog ID 37000077
HYK2020-1436	FOD-2232	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどん棒 大阪本店	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 36/105 / Tabelog ID 27003766
HYK2020-1437	FOD-2233	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	日の出製麺所	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 37/105 / Tabelog ID 37000016
HYK2020-1438	FOD-2234	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	手打ちうどん はりや	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 38/105 / Tabelog ID 37000049
HYK2020-1439	FOD-2235	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	本格手打 いわしや 西宮店	兵庫県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 39/105 / Tabelog ID 28002495
HYK2020-1440	FOD-2236	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	白川うどん	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 40/105 / Tabelog ID 37000240
HYK2020-1441	FOD-2237	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	讃岐うどん 上原屋本店	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 41/105 / Tabelog ID 37000048
HYK2020-1442	FOD-0298	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	手造りうどん 楽々	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 42/105 / Tabelog ID 27011240
HYK2020-1443	FOD-2238	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	釜ひろ	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 43/105 / Tabelog ID 27011913
HYK2020-1444	FOD-2239	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	京うどん 生蕎麦 岡北	京都府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 44/105 / Tabelog ID 26000919
HYK2020-1445	FOD-2240	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどん日和	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 45/105 / Tabelog ID 27023042
HYK2020-1446	FOD-2241	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	手打うどん 風月	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 46/105 / Tabelog ID 37001023
HYK2020-1447	FOD-2242	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	釜揚げうどん 鈴庵	奈良県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 47/105 / Tabelog ID 29004110
HYK2020-1448	FOD-2243	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	さぬき手打ちうどん 銭形	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 48/105 / Tabelog ID 27012525
HYK2020-1449	FOD-2244	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	本格手打うどん おか泉	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 49/105 / Tabelog ID 37000074
HYK2020-1450	FOD-2245	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	空飛ぶうどん やまぶき家	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 50/105 / Tabelog ID 27069779
HYK2020-1451	FOD-2246	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	一匠	徳島県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 51/105 / Tabelog ID 36002902
HYK2020-1452	FOD-2247	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	ゴッドハンド	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 52/105 / Tabelog ID 37000710
HYK2020-1453	FOD-2248	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	手打十段 うどんバカ一代	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 53/105 / Tabelog ID 37000242
HYK2020-1454	FOD-2249	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	竹清 本店	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 54/105 / Tabelog ID 37000051
HYK2020-1455	FOD-2250	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うぶしな	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 55/105 / Tabelog ID 37000231
HYK2020-1456	FOD-2251	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	山下うどん	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 56/105 / Tabelog ID 37000012
HYK2020-1457	FOD-2252	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	手打ちうどん 団平	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 57/105 / Tabelog ID 27006805
HYK2020-1458	FOD-2253	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどん 蔵十	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 58/105 / Tabelog ID 27000719
HYK2020-1459	FOD-2254	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	道頓堀 今井 本店	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 59/105 / Tabelog ID 27001289
HYK2020-1460	FOD-2255	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	葉隠うどん	福岡県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 60/105 / Tabelog ID 40004342
HYK2020-1461	FOD-2256	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	たからや	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 61/105 / Tabelog ID 27019530
HYK2020-1462	FOD-2257	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	ふたみうどん研究所	宮崎県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 62/105 / Tabelog ID 45004957
HYK2020-1463	FOD-2258	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	桂ちゃん	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 63/105 / Tabelog ID 27013633
HYK2020-1464	FOD-2259	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	JUN大谷製麺処	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 64/105 / Tabelog ID 27049353
HYK2020-1465	FOD-2260	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどん居酒屋 麦笑	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 65/105 / Tabelog ID 27013801
HYK2020-1466	FOD-2261	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	自家製粉石臼挽きうどん 青空blue 本店	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 66/105 / Tabelog ID 27082212
HYK2020-1467	FOD-2262	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	本格さぬきうどん 穂乃香	兵庫県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 67/105 / Tabelog ID 28025306
HYK2020-1468	FOD-2263	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	仁王門 うね乃	京都府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 68/105 / Tabelog ID 26023852
HYK2020-1469	FOD-2264	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	讃岐屋 雅次郎	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 69/105 / Tabelog ID 27019261
HYK2020-1470	FOD-2265	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	饂飩工房 うばら	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 70/105 / Tabelog ID 27060219
HYK2020-1471	FOD-2266	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどん ゆきの	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 71/105 / Tabelog ID 27000574
HYK2020-1472	FOD-2267	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	釜揚げうどん 織田薪 本店	宮崎県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 72/105 / Tabelog ID 45001975
HYK2020-1473	FOD-2268	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	麺処 綿谷 丸亀店	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 73/105 / Tabelog ID 37000289
HYK2020-1474	FOD-2269	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	日の出うどん	京都府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 74/105 / Tabelog ID 26000815
HYK2020-1475	FOD-2270	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	立花うどん	福岡県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 75/105 / Tabelog ID 40006354
HYK2020-1476	FOD-2271	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	極楽うどん Ah-麺	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 76/105 / Tabelog ID 27075334
HYK2020-1477	FOD-2272	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	三嶋製麺所	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 77/105 / Tabelog ID 37000140
HYK2020-1478	FOD-2273	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	本町製麺所 本店	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 78/105 / Tabelog ID 27014646
HYK2020-1479	FOD-2274	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	讃岐うどん がもう	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 79/105 / Tabelog ID 37000019
HYK2020-1480	FOD-2275	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	西端手打 上戸	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 80/105 / Tabelog ID 37000152
HYK2020-1481	FOD-2276	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	糸庄	富山県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 81/105 / Tabelog ID 16000661
HYK2020-1482	FOD-2277	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	讃岐うどん 今雪	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 82/105 / Tabelog ID 27067874
HYK2020-1483	FOD-0023	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	山内うどん店	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 83/105 / Tabelog ID 37000007
HYK2020-1484	FOD-2278	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	どとう ぜにや	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 84/105 / Tabelog ID 27013157
HYK2020-1485	FOD-2279	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどん本陣 山田家 讃岐本店	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 85/105 / Tabelog ID 37000002
HYK2020-1486	FOD-2280	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	手打ちうどん 鶴丸	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 86/105 / Tabelog ID 37000044
HYK2020-1487	FOD-2281	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどん居酒屋 江戸堀	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 87/105 / Tabelog ID 27094721
HYK2020-1488	FOD-2282	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどん 一福	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 88/105 / Tabelog ID 37001209
HYK2020-1489	FOD-2283	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うだま 梅田店	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 89/105 / Tabelog ID 27056300
HYK2020-1490	FOD-2284	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	純手打 うどん 勝一	山口県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 90/105 / Tabelog ID 35000311
HYK2020-1491	FOD-0021	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	谷川米穀店	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 91/105 / Tabelog ID 37000011
HYK2020-1492	FOD-2285	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどん さか枝	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 92/105 / Tabelog ID 37000026
HYK2020-1493	FOD-2286	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	山元麺蔵	京都府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 93/105 / Tabelog ID 26002504
HYK2020-1494	FOD-2287	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	中村うどん	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 94/105 / Tabelog ID 37000135
HYK2020-1495	FOD-2288	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	手打ちうどん 紅屋	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 95/105 / Tabelog ID 27017094
HYK2020-1496	FOD-2289	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	手打うどん 三徳	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 96/105 / Tabelog ID 37000142
HYK2020-1497	FOD-2290	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	踊るうどん 滝井本店	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 97/105 / Tabelog ID 27004023
HYK2020-1498	FOD-2291	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	釜揚うどん一紀	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 98/105 / Tabelog ID 27059480
HYK2020-1499	FOD-2292	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	本格手打うどん はゆか	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 99/105 / Tabelog ID 37000233
HYK2020-1500	FOD-2293	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	爽月	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 100/105 / Tabelog ID 27051701
HYK2020-1501	FOD-2294	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	うどん 讃く	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 101/105 / Tabelog ID 27066859
HYK2020-1502	FOD-2295	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	たけうちうどん店	大阪府	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 102/105 / Tabelog ID 27006684
HYK2020-1503	FOD-2296	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	松下製麺所	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 103/105 / Tabelog ID 37000033
HYK2020-1504	FOD-2297	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	手打うどん 麦蔵	香川県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 104/105 / Tabelog ID 37000874
HYK2020-1505	FOD-2298	食べログ	食べログ 百名店	百名店	うどん	2020	WEST	讃歌うどん はんげしょう	兵庫県	https://award.tabelog.com/hyakumeiten/udon_west/2020	46232	店舗照合済	食べログ うどん WEST 百名店 2020 / 公式掲載順 105/105 / Tabelog ID 28026561
HYK2020-1506	FOD-2299	食べログ	食べログ 百名店	百名店	焼肉	2020	TOKYO	焼肉 京城 水道橋店	東京都	https://award.tabelog.com/hyakumeiten/yakiniku_tokyo/2020	46232	店舗照合済	食べログ 焼肉 TOKYO 百名店 2020 / 公式掲載順 1/100 / Tabelog ID 13000222
HYK2020-1507	FOD-0569	食べログ	食べログ 百名店	百名店	焼肉	2020	TOKYO	正泰苑 総本店	東京都	https://award.tabelog.com/hyakumeiten/yakiniku_tokyo/2020	46232	店舗照合済	食べログ 焼肉 TOKYO 百名店 2020 / 公式掲載順 2/100 / Tabelog ID 13003776
HYK2020-1508	FOD-2300	食べログ	食べログ 百名店	百名店	焼肉	2020	TOKYO	焼肉 いぶさな	東京都	https://award.tabelog.com/hyakumeiten/yakiniku_tokyo/2020	46232	店舗照合済	食べログ 焼肉 TOKYO 百名店 2020 / 公式掲載順 3/100 / Tabelog ID 13221220
HYK2020-1509	FOD-0002	食べログ	食べログ 百名店	百名店	焼肉	2020	TOKYO	スタミナ苑	東京都	https://award.tabelog.com/hyakumeiten/yakiniku_tokyo/2020	46232	店舗照合済	食べログ 焼肉 TOKYO 百名店 2020 / 公式掲載順 4/100 / Tabelog ID 13003777
HYK2020-1510	FOD-0235	食べログ	食べログ 百名店	百名店	焼肉	2020	TOKYO	赤坂 らいもん	東京都	https://award.tabelog.com/hyakumeiten/yakiniku_tokyo/2020	46232	店舗照合済	食べログ 焼肉 TOKYO 百名店 2020 / 公式掲載順 5/100 / Tabelog ID 13224635
HYK2020-1511	FOD-2301	食べログ	食べログ 百名店	百名店	焼肉	2020	TOKYO	たん清	東京都	https://award.tabelog.com/hyakumeiten/yakiniku_tokyo/2020	46232	店舗照合済	食べログ 焼肉 TOKYO 百名店 2020 / 公式掲載順 6/100 / Tabelog ID 13000384
