tabelog_id	listed_name	prefecture	area_text	tabelog_url	primary_genre	category_slugs	category_labels	listing_count	first_source_url
13000762	墨繪パン 新宿店	東京都	東京都 新宿駅	https://tabelog.com/tokyo/A1304/A130401/13000762/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13099225	ジャン・フランソワ 渋谷マークシティ	東京都	東京都 渋谷駅	https://tabelog.com/tokyo/A1303/A130301/13099225/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13004566	ポワンタージュ	東京都	東京都 麻布十番駅	https://tabelog.com/tokyo/A1307/A130702/13004566/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13004626	VIRON 渋谷店	東京都	東京都 神泉駅	https://tabelog.com/tokyo/A1303/A130301/13004626/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13046260	パン工房 ブランジェリーケン	東京都	東京都 下赤塚駅	https://tabelog.com/tokyo/A1322/A132204/13046260/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13140110	ヴァン ドゥ リュド 尾山台店	東京都	東京都 尾山台駅	https://tabelog.com/tokyo/A1317/A131715/13140110/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13048516	ブーランジェリー・イアナック	東京都	東京都 西日暮里駅	https://tabelog.com/tokyo/A1311/A131105/13048516/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13030788	シニフィアン シニフィエ 世田谷本店	東京都	東京都 三軒茶屋駅	https://tabelog.com/tokyo/A1317/A131706/13030788/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13180316	メゾン・ランドゥメンヌ 麻布台	東京都	東京都 六本木一丁目駅	https://tabelog.com/tokyo/A1307/A130701/13180316/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13133746	プルクル	東京都	東京都 代々木駅	https://tabelog.com/tokyo/A1304/A130403/13133746/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13099140	メゾン・イチ 代官山	東京都	東京都 代官山駅	https://tabelog.com/tokyo/A1303/A130303/13099140/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13001841	ルヴァン 富ヶ谷店	東京都	東京都 代々木八幡駅	https://tabelog.com/tokyo/A1318/A131810/13001841/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13158722	ブーランジェリー ボネダンヌ	東京都	東京都 三軒茶屋駅	https://tabelog.com/tokyo/A1317/A131705/13158722/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13026653	ル・ルソール	東京都	東京都 駒場東大前駅	https://tabelog.com/tokyo/A1318/A131801/13026653/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13009237	ポム・ド・テール	東京都	東京都 西荻窪駅	https://tabelog.com/tokyo/A1319/A131907/13009237/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13045113	ショーマッカー	東京都	東京都 大岡山駅	https://tabelog.com/tokyo/A1317/A131711/13045113/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13000473	亀井堂	東京都	東京都 神楽坂駅	https://tabelog.com/tokyo/A1309/A130905/13000473/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13050971	とらやベーカリー	東京都	東京都 金町駅	https://tabelog.com/tokyo/A1324/A132403/13050971/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13140263	ル パン ドゥ ジョエル・ロブション 渋谷ヒカリエShinQs店	東京都	東京都 渋谷駅	https://tabelog.com/tokyo/A1303/A130301/13140263/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13193553	ベーカリー&レストラン 沢村 新宿	東京都	東京都 新宿駅	https://tabelog.com/tokyo/A1304/A130403/13193553/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13175684	ブーランジェリーレカン	東京都	東京都 東銀座駅	https://tabelog.com/tokyo/A1301/A130101/13175684/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13149666	レフェクトワール	東京都	東京都 明治神宮前駅	https://tabelog.com/tokyo/A1306/A130601/13149666/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13003662	パンのペリカン	東京都	東京都 田原町駅	https://tabelog.com/tokyo/A1311/A131102/13003662/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13147336	パン・オ・スリール	東京都	東京都 渋谷駅	https://tabelog.com/tokyo/A1306/A130602/13147336/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13020931	カタネベーカリー	東京都	東京都 代々木上原駅	https://tabelog.com/tokyo/A1318/A131811/13020931/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13002071	ヒルサイドパントリー 代官山	東京都	東京都 代官山駅	https://tabelog.com/tokyo/A1303/A130303/13002071/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13060088	えんツコ堂 製パン	東京都	東京都 西荻窪駅	https://tabelog.com/tokyo/A1319/A131907/13060088/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13153557	チクテベーカリー	東京都	東京都 南大沢駅	https://tabelog.com/tokyo/A1329/A132904/13153557/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13126515	まちのパーラー	東京都	東京都 小竹向原駅	https://tabelog.com/tokyo/A1321/A132101/13126515/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13057726	粉花	東京都	東京都 浅草（つくばＥＸＰ）駅	https://tabelog.com/tokyo/A1311/A131102/13057726/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13120288	パン オ フゥ	東京都	東京都 五反田駅	https://tabelog.com/tokyo/A1316/A131603/13120288/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13155677	breadworks エキュート品川	東京都	東京都 品川駅	https://tabelog.com/tokyo/A1314/A131403/13155677/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13164057	空と麦と	東京都	東京都 代官山駅	https://tabelog.com/tokyo/A1303/A130302/13164057/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13219670	ル・プチメック 日比谷店	東京都	東京都 日比谷駅	https://tabelog.com/tokyo/A1301/A130102/13219670/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13001529	ベッカライ・ブロートハイム	東京都	東京都 桜新町駅	https://tabelog.com/tokyo/A1317/A131707/13001529/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13118819	トロ コーヒーアンドベーカリー	東京都	東京都 世田谷代田駅	https://tabelog.com/tokyo/A1318/A131812/13118819/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
