listing_id	category_slug	genre	region	category_ordinal	listed_name	prefecture	area_text	tabelog_url	tabelog_id	source_url	category_official_count
HYK2020-0291	bread_west	パン	WEST	91	カンテ・グランデ ベーカリー	大阪府	大阪府 中津（阪急）駅	https://tabelog.com/osaka/A2701/A270101/27005149/	27005149	https://award.tabelog.com/hyakumeiten/bread_west/2020	100
HYK2020-0292	bread_west	パン	WEST	92	ベーカリー柳月堂	京都府	京都府 出町柳駅	https://tabelog.com/kyoto/A2601/A260302/26001108/	26001108	https://award.tabelog.com/hyakumeiten/bread_west/2020	100
HYK2020-0293	bread_west	パン	WEST	93	たま木亭	京都府	京都府 黄檗（ＪＲ）駅	https://tabelog.com/kyoto/A2607/A260701/26025957/	26025957	https://award.tabelog.com/hyakumeiten/bread_west/2020	100
HYK2020-0294	bread_west	パン	WEST	94	サ・マーシュ	兵庫県	兵庫県 三宮（神戸市営）駅	https://tabelog.com/hyogo/A2801/A280101/28027356/	28027356	https://award.tabelog.com/hyakumeiten/bread_west/2020	100
HYK2020-0295	bread_west	パン	WEST	95	ルルット	大阪府	大阪府 中之島駅	https://tabelog.com/osaka/A2701/A270102/27075939/	27075939	https://award.tabelog.com/hyakumeiten/bread_west/2020	100
HYK2020-0296	bread_west	パン	WEST	96	ル・プチメック 今出川店	京都府	京都府 京都市上京区	https://tabelog.com/kyoto/A2601/A260202/26000210/	26000210	https://award.tabelog.com/hyakumeiten/bread_west/2020	100
HYK2020-0297	bread_west	パン	WEST	97	パンスケープ 二条駅前店	京都府	京都府 二条駅	https://tabelog.com/kyoto/A2601/A260203/26017091/	26017091	https://award.tabelog.com/hyakumeiten/bread_west/2020	100
HYK2020-0298	bread_west	パン	WEST	98	オーガニックパン工房　それいゆ	大阪府	大阪府 姫松駅	https://tabelog.com/osaka/A2701/A270203/27062806/	27062806	https://award.tabelog.com/hyakumeiten/bread_west/2020	100
HYK2020-0299	bread_west	パン	WEST	99	レガル	京都府	京都府 木津川市	https://tabelog.com/kyoto/A2607/A260705/26005980/	26005980	https://award.tabelog.com/hyakumeiten/bread_west/2020	100
HYK2020-0300	bread_west	パン	WEST	100	リョウイチヤマウチ	兵庫県	兵庫県 苦楽園口駅	https://tabelog.com/hyogo/A2803/A280301/28006731/	28006731	https://award.tabelog.com/hyakumeiten/bread_west/2020	100
HYK2020-0301	curry_tokyo	カレー	TOKYO	1	ガヴィアル	東京都	東京都 神保町駅	https://tabelog.com/tokyo/A1310/A131003/13000358/	13000358	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0302	curry_tokyo	カレー	TOKYO	2	とんかつ檍のカレー屋いっぺこっぺ	東京都	東京都 蒲田駅	https://tabelog.com/tokyo/A1315/A131503/13178494/	13178494	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0303	curry_tokyo	カレー	TOKYO	3	パンチマハル	東京都	東京都 神保町駅	https://tabelog.com/tokyo/A1310/A131003/13026681/	13026681	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0304	curry_tokyo	カレー	TOKYO	4	カリ～ アンド スパイスバル カリ～ビト	東京都	東京都 飯田橋駅	https://tabelog.com/tokyo/A1309/A130905/13186472/	13186472	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0305	curry_tokyo	カレー	TOKYO	5	サンサール 新宿店	東京都	東京都 東新宿駅	https://tabelog.com/tokyo/A1304/A130401/13006805/	13006805	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0306	curry_tokyo	カレー	TOKYO	6	スープカレー屋 鴻 神田駿河台店	東京都	東京都 神保町駅	https://tabelog.com/tokyo/A1310/A131003/13040204/	13040204	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0307	curry_tokyo	カレー	TOKYO	7	共栄堂	東京都	東京都 神保町駅	https://tabelog.com/tokyo/A1310/A131003/13000596/	13000596	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0308	curry_tokyo	カレー	TOKYO	8	ハレギンザ	東京都	東京都 銀座駅	https://tabelog.com/tokyo/A1301/A130101/13000576/	13000576	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0309	curry_tokyo	カレー	TOKYO	9	ニルヴァーナ ニューヨーク 東京ミッドタウン	東京都	東京都 乃木坂駅	https://tabelog.com/tokyo/A1307/A130701/13037327/	13037327	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0310	curry_tokyo	カレー	TOKYO	10	すぱいす	東京都	東京都 荻窪駅	https://tabelog.com/tokyo/A1319/A131906/13004379/	13004379	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0311	curry_tokyo	カレー	TOKYO	11	ヘンドリクス カリー バー	東京都	東京都 国立競技場駅	https://tabelog.com/tokyo/A1309/A130901/13007422/	13007422	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0312	curry_tokyo	カレー	TOKYO	12	南印度ダイニング ポンディバワン 武蔵新田	東京都	東京都 武蔵新田駅	https://tabelog.com/tokyo/A1317/A131716/13105113/	13105113	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0313	curry_tokyo	カレー	TOKYO	13	サンバレーホテル	東京都	東京都 三軒茶屋駅	https://tabelog.com/tokyo/A1317/A131706/13195313/	13195313	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0314	curry_tokyo	カレー	TOKYO	14	カッチャル バッチャル	東京都	東京都 新大塚駅	https://tabelog.com/tokyo/A1323/A132302/13120294/	13120294	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0315	curry_tokyo	カレー	TOKYO	15	フレンチカレー スプーン	東京都	東京都 西荻窪駅	https://tabelog.com/tokyo/A1319/A131907/13093699/	13093699	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0316	curry_tokyo	カレー	TOKYO	16	やっぱりインディア	東京都	東京都 大塚駅	https://tabelog.com/tokyo/A1323/A132302/13207605/	13207605	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0317	curry_tokyo	カレー	TOKYO	17	アーンドラ・キッチン	東京都	東京都 御徒町駅	https://tabelog.com/tokyo/A1311/A131101/13096305/	13096305	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0318	curry_tokyo	カレー	TOKYO	18	かえる食堂	東京都	東京都 要町駅	https://tabelog.com/tokyo/A1322/A132202/13030312/	13030312	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0319	curry_tokyo	カレー	TOKYO	19	カレーの店 プーさん	東京都	東京都 武蔵小金井駅	https://tabelog.com/tokyo/A1325/A132501/13005962/	13005962	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0320	curry_tokyo	カレー	TOKYO	20	ベンガルカレーファクトリー	東京都	東京都 神田駅	https://tabelog.com/tokyo/A1310/A131002/13220519/	13220519	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0321	curry_tokyo	カレー	TOKYO	21	ムルギー	東京都	東京都 神泉駅	https://tabelog.com/tokyo/A1303/A130301/13001732/	13001732	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0322	curry_tokyo	カレー	TOKYO	22	curry 草枕	東京都	東京都 新宿御苑前駅	https://tabelog.com/tokyo/A1304/A130402/13042970/	13042970	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0323	curry_tokyo	カレー	TOKYO	23	ニルワナム 神谷町店	東京都	東京都 神谷町駅	https://tabelog.com/tokyo/A1307/A130704/13019915/	13019915	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0324	curry_tokyo	カレー	TOKYO	24	ハリマ・ケバブ・ビリヤニ	東京都	東京都 稲荷町駅	https://tabelog.com/tokyo/A1311/A131101/13168753/	13168753	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0325	curry_tokyo	カレー	TOKYO	25	トマト	東京都	東京都 荻窪駅	https://tabelog.com/tokyo/A1319/A131906/13001113/	13001113	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0326	curry_tokyo	カレー	TOKYO	26	ムーナ	東京都	東京都 下北沢駅	https://tabelog.com/tokyo/A1318/A131802/13048166/	13048166	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0327	curry_tokyo	カレー	TOKYO	27	シバカリーワラ	東京都	東京都 三軒茶屋駅	https://tabelog.com/tokyo/A1317/A131706/13151738/	13151738	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0328	curry_tokyo	カレー	TOKYO	28	ガラムマサラ	東京都	東京都 経堂駅	https://tabelog.com/tokyo/A1318/A131813/13013124/	13013124	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0329	curry_tokyo	カレー	TOKYO	29	新川デリー	東京都	東京都 八丁堀駅	https://tabelog.com/tokyo/A1302/A130203/13000644/	13000644	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0330	curry_tokyo	カレー	TOKYO	30	インド料理 想いの木	東京都	東京都 牛込神楽坂駅	https://tabelog.com/tokyo/A1309/A130905/13023967/	13023967	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0331	curry_tokyo	カレー	TOKYO	31	吉田カレー	東京都	東京都 荻窪駅	https://tabelog.com/tokyo/A1319/A131906/13132405/	13132405	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0332	curry_tokyo	カレー	TOKYO	32	SPICY CURRY 魯珈	東京都	東京都 大久保駅	https://tabelog.com/tokyo/A1304/A130404/13203027/	13203027	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0333	curry_tokyo	カレー	TOKYO	33	まめ蔵	東京都	東京都 吉祥寺駅	https://tabelog.com/tokyo/A1320/A132001/13005789/	13005789	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0334	curry_tokyo	カレー	TOKYO	34	カリーライス専門店エチオピア 本店	東京都	東京都 神保町駅	https://tabelog.com/tokyo/A1310/A131003/13000638/	13000638	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0335	curry_tokyo	カレー	TOKYO	35	南インド料理ダクシン 八重洲店	東京都	東京都 京橋駅	https://tabelog.com/tokyo/A1302/A130202/13117635/	13117635	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0336	curry_tokyo	カレー	TOKYO	36	奥芝商店 八王子田代城	東京都	東京都 八王子駅	https://tabelog.com/tokyo/A1329/A132904/13048177/	13048177	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0337	curry_tokyo	カレー	TOKYO	37	初台スパイス食堂 和魂印才たんどーる	東京都	東京都 初台駅	https://tabelog.com/tokyo/A1318/A131807/13195398/	13195398	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0338	curry_tokyo	カレー	TOKYO	38	メーヤウ	東京都	東京都 信濃町駅	https://tabelog.com/tokyo/A1309/A130901/13000930/	13000930	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0339	curry_tokyo	カレー	TOKYO	39	ナイルレストラン	東京都	東京都 東銀座駅	https://tabelog.com/tokyo/A1301/A130101/13002329/	13002329	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0340	curry_tokyo	カレー	TOKYO	40	カレー食堂 リトルスパイス	東京都	東京都 吉祥寺駅	https://tabelog.com/tokyo/A1320/A132001/13009943/	13009943	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0341	curry_tokyo	カレー	TOKYO	41	リッチなカレーの店 アサノ	東京都	東京都 町田駅	https://tabelog.com/tokyo/A1327/A132701/13006035/	13006035	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0342	curry_tokyo	カレー	TOKYO	42	バンゲラズ キッチン	東京都	東京都 有楽町駅	https://tabelog.com/tokyo/A1301/A130101/13217211/	13217211	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0343	curry_tokyo	カレー	TOKYO	43	トプカ 神田本店	東京都	東京都 淡路町駅	https://tabelog.com/tokyo/A1310/A131002/13000377/	13000377	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0344	curry_tokyo	カレー	TOKYO	44	インディアンレストラン アールティ	東京都	東京都 岩本町駅	https://tabelog.com/tokyo/A1310/A131001/13091984/	13091984	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0345	curry_tokyo	カレー	TOKYO	45	スパイスカフェ	東京都	東京都 押上駅	https://tabelog.com/tokyo/A1312/A131203/13002935/	13002935	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0346	curry_tokyo	カレー	TOKYO	46	砂の岬	東京都	東京都 桜新町駅	https://tabelog.com/tokyo/A1317/A131707/13120204/	13120204	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0347	curry_tokyo	カレー	TOKYO	47	デリー 上野店	東京都	東京都 上野広小路駅	https://tabelog.com/tokyo/A1311/A131101/13003605/	13003605	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0348	curry_tokyo	カレー	TOKYO	48	スパイスバル コザブロ	東京都	東京都 本駒込駅	https://tabelog.com/tokyo/A1323/A132301/13207647/	13207647	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0349	curry_tokyo	カレー	TOKYO	49	ゼロワンカレーA.o.D	東京都	東京都 三田駅	https://tabelog.com/tokyo/A1314/A131402/13239329/	13239329	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0350	curry_tokyo	カレー	TOKYO	50	東京 京橋屋カレー	東京都	東京都 銀座一丁目駅	https://tabelog.com/tokyo/A1302/A130202/13027104/	13027104	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0351	curry_tokyo	カレー	TOKYO	51	スパイスボックス	東京都	東京都 小川町駅	https://tabelog.com/tokyo/A1310/A131002/13191118/	13191118	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0352	curry_tokyo	カレー	TOKYO	52	カレーライス専門店 ブラザー	東京都	東京都 高田馬場駅	https://tabelog.com/tokyo/A1305/A130503/13212319/	13212319	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0353	curry_tokyo	カレー	TOKYO	53	カーン・ケバブ・ビリヤニ	東京都	東京都 新橋駅	https://tabelog.com/tokyo/A1301/A130103/13170211/	13170211	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0354	curry_tokyo	カレー	TOKYO	54	サンサール 小岩店	東京都	東京都 小岩駅	https://tabelog.com/tokyo/A1312/A131204/13009589/	13009589	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0355	curry_tokyo	カレー	TOKYO	55	南インド料理ダクシン 東日本橋店	東京都	東京都 馬喰町駅	https://tabelog.com/tokyo/A1302/A130204/13060858/	13060858	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0356	curry_tokyo	カレー	TOKYO	56	ディルセ	東京都	東京都 千駄ケ谷駅	https://tabelog.com/tokyo/A1309/A130901/13131028/	13131028	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0357	curry_tokyo	カレー	TOKYO	57	ブラウニー	東京都	東京都 末広町駅	https://tabelog.com/tokyo/A1311/A131101/13006343/	13006343	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0358	curry_tokyo	カレー	TOKYO	58	欧風カレー ボンディ 神保町本店	東京都	東京都 神保町駅	https://tabelog.com/tokyo/A1310/A131003/13000439/	13000439	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0359	curry_tokyo	カレー	TOKYO	59	ベジキッチン	東京都	東京都 仲御徒町駅	https://tabelog.com/tokyo/A1311/A131101/13168026/	13168026	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0360	curry_tokyo	カレー	TOKYO	60	フジヤ	東京都	東京都 三越前駅	https://tabelog.com/tokyo/A1302/A130202/13006311/	13006311	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0361	curry_tokyo	カレー	TOKYO	61	プティフ・ア・ラ・カンパーニュ	東京都	東京都 半蔵門駅	https://tabelog.com/tokyo/A1308/A130803/13000254/	13000254	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0362	curry_tokyo	カレー	TOKYO	62	３丁目のカレー屋さん	東京都	東京都 宝町駅	https://tabelog.com/tokyo/A1302/A130202/13025962/	13025962	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0363	curry_tokyo	カレー	TOKYO	63	アジャンタ	東京都	東京都 麹町駅	https://tabelog.com/tokyo/A1308/A130803/13000438/	13000438	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0364	curry_tokyo	カレー	TOKYO	64	アーンドラ・ダイニング 銀座	東京都	東京都 銀座一丁目駅	https://tabelog.com/tokyo/A1301/A130101/13136701/	13136701	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0365	curry_tokyo	カレー	TOKYO	65	エリックサウス 東京ガーデンテラス店	東京都	東京都 永田町駅	https://tabelog.com/tokyo/A1308/A130801/13195343/	13195343	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0366	curry_tokyo	カレー	TOKYO	66	グルガオン	東京都	東京都 銀座一丁目駅	https://tabelog.com/tokyo/A1301/A130101/13002457/	13002457	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0367	curry_tokyo	カレー	TOKYO	67	ヴェヌス サウス インディアン ダイニング 錦糸町店	東京都	東京都 錦糸町駅	https://tabelog.com/tokyo/A1312/A131201/13183010/	13183010	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0368	curry_tokyo	カレー	TOKYO	68	イエローカンパニー 恵比寿本店	東京都	東京都 恵比寿駅	https://tabelog.com/tokyo/A1303/A130302/13014312/	13014312	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0369	curry_tokyo	カレー	TOKYO	69	ネパリコ 渋谷店	東京都	東京都 渋谷駅	https://tabelog.com/tokyo/A1303/A130301/13116418/	13116418	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0370	curry_tokyo	カレー	TOKYO	70	デリー 銀座店	東京都	東京都 銀座駅	https://tabelog.com/tokyo/A1301/A130101/13002616/	13002616	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0371	curry_tokyo	カレー	TOKYO	71	葡萄舎	東京都	東京都 神田駅	https://tabelog.com/tokyo/A1310/A131002/13036906/	13036906	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0372	curry_tokyo	カレー	TOKYO	72	タイカリーピキヌー	東京都	東京都 駒沢大学駅	https://tabelog.com/tokyo/A1317/A131707/13001446/	13001446	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0373	curry_tokyo	カレー	TOKYO	73	タンドール料理ひつじや 日比谷店	東京都	東京都 日比谷駅	https://tabelog.com/tokyo/A1301/A130102/13007608/	13007608	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0374	curry_tokyo	カレー	TOKYO	74	CURRY BAL くじら	東京都	東京都 高円寺駅	https://tabelog.com/tokyo/A1319/A131904/13149528/	13149528	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0375	curry_tokyo	カレー	TOKYO	75	旧ヤム邸  シモキタ荘	東京都	東京都 下北沢駅	https://tabelog.com/tokyo/A1318/A131802/13211142/	13211142	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0376	curry_tokyo	カレー	TOKYO	76	本石亭	東京都	東京都 新日本橋駅	https://tabelog.com/tokyo/A1302/A130202/13046781/	13046781	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0377	curry_tokyo	カレー	TOKYO	77	ガネー舎	東京都	東京都 汐留駅	https://tabelog.com/tokyo/A1301/A130103/13001507/	13001507	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0378	curry_tokyo	カレー	TOKYO	78	ベンガル料理プージャー	東京都	東京都 町屋駅前駅	https://tabelog.com/tokyo/A1324/A132401/13036794/	13036794	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0379	curry_tokyo	カレー	TOKYO	79	カレーライス ディラン	東京都	東京都 新御茶ノ水駅	https://tabelog.com/tokyo/A1310/A131002/13158580/	13158580	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0380	curry_tokyo	カレー	TOKYO	80	みのりんご	東京都	東京都 原宿駅	https://tabelog.com/tokyo/A1306/A130601/13108716/	13108716	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0381	curry_tokyo	カレー	TOKYO	81	カルパシ	東京都	東京都 千歳船橋駅	https://tabelog.com/tokyo/A1318/A131813/13202529/	13202529	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0382	curry_tokyo	カレー	TOKYO	82	ビートイート	東京都	東京都 喜多見駅	https://tabelog.com/tokyo/A1318/A131814/13196455/	13196455	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0383	curry_tokyo	カレー	TOKYO	83	MOKUBAZA	東京都	東京都 北参道駅	https://tabelog.com/tokyo/A1309/A130901/13154685/	13154685	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0384	curry_tokyo	カレー	TOKYO	84	かれーの店 うどん	東京都	東京都 大崎広小路駅	https://tabelog.com/tokyo/A1316/A131603/13004531/	13004531	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0385	curry_tokyo	カレー	TOKYO	85	シターラ 青山店	東京都	東京都 表参道駅	https://tabelog.com/tokyo/A1306/A130602/13009705/	13009705	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0386	curry_tokyo	カレー	TOKYO	86	インドカレーカーマ	東京都	東京都 神保町駅	https://tabelog.com/tokyo/A1310/A131003/13000243/	13000243	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0387	curry_tokyo	カレー	TOKYO	87	サイーファ ケバブ アンド ビリヤニ	東京都	東京都 六本木駅	https://tabelog.com/tokyo/A1307/A130701/13144423/	13144423	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0388	curry_tokyo	カレー	TOKYO	88	エリックサウス 八重洲店	東京都	東京都 京橋駅	https://tabelog.com/tokyo/A1302/A130202/13130363/	13130363	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0389	curry_tokyo	カレー	TOKYO	89	タンドールバル カマルプール	東京都	東京都 木場駅	https://tabelog.com/tokyo/A1313/A131303/13128960/	13128960	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0390	curry_tokyo	カレー	TOKYO	90	アヒリヤ 代々木店	東京都	東京都 代々木駅	https://tabelog.com/tokyo/A1304/A130403/13009222/	13009222	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0391	curry_tokyo	カレー	TOKYO	91	ザ・カリ	東京都	東京都 御成門駅	https://tabelog.com/tokyo/A1301/A130103/13007129/	13007129	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0392	curry_tokyo	カレー	TOKYO	92	サルマ ティッカアンドビリヤニ	東京都	東京都 品川駅	https://tabelog.com/tokyo/A1314/A131403/13037862/	13037862	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0393	curry_tokyo	カレー	TOKYO	93	コチン ニヴァース	東京都	東京都 西新宿五丁目駅	https://tabelog.com/tokyo/A1304/A130401/13056242/	13056242	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0394	curry_tokyo	カレー	TOKYO	94	ロダン	東京都	東京都 宝町駅	https://tabelog.com/tokyo/A1302/A130203/13048485/	13048485	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0395	curry_tokyo	カレー	TOKYO	95	ダバ インディア	東京都	東京都 京橋駅	https://tabelog.com/tokyo/A1302/A130202/13000506/	13000506	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0396	curry_tokyo	カレー	TOKYO	96	ビストロべっぴん舍 お茶の水	東京都	東京都 神保町駅	https://tabelog.com/tokyo/A1310/A131002/13198751/	13198751	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0397	curry_tokyo	カレー	TOKYO	97	カレー&オリエンタルバル 桃の実 水道橋店	東京都	東京都 水道橋駅	https://tabelog.com/tokyo/A1310/A131003/13204150/	13204150	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0398	curry_tokyo	カレー	TOKYO	98	ヨゴロウ	東京都	東京都 国立競技場駅	https://tabelog.com/tokyo/A1306/A130601/13076645/	13076645	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0399	curry_tokyo	カレー	TOKYO	99	アジアカレーハウス	東京都	東京都 錦糸町駅	https://tabelog.com/tokyo/A1312/A131201/13168072/	13168072	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0400	curry_tokyo	カレー	TOKYO	100	ガンジー	東京都	東京都 新宿三丁目駅	https://tabelog.com/tokyo/A1304/A130401/13000880/	13000880	https://award.tabelog.com/hyakumeiten/curry_tokyo/2020	100
HYK2020-0401	curry_east	カレー	EAST	1	木多郎 澄川本店	北海道	北海道 澄川駅	https://tabelog.com/hokkaido/A0101/A010305/1000174/	1000174	https://award.tabelog.com/hyakumeiten/curry_east/2020	100
HYK2020-0402	curry_east	カレー	EAST	2	アーユーボーワン	千葉県	千葉県 柏駅	https://tabelog.com/chiba/A1203/A120301/12033520/	12033520	https://award.tabelog.com/hyakumeiten/curry_east/2020	100
HYK2020-0403	curry_east	カレー	EAST	3	スープカレー トムトムキキル	北海道	北海道 札幌市清田区	https://tabelog.com/hokkaido/A0101/A010304/1037079/	1037079	https://award.tabelog.com/hyakumeiten/curry_east/2020	100
HYK2020-0404	curry_east	カレー	EAST	4	欧風カレーKEN	北海道	北海道 北１３条東駅	https://tabelog.com/hokkaido/A0101/A010202/1041827/	1041827	https://award.tabelog.com/hyakumeiten/curry_east/2020	100
HYK2020-0405	curry_east	カレー	EAST	5	ボンベイ	神奈川県	神奈川県 厚木市	https://tabelog.com/kanagawa/A1408/A140802/14003773/	14003773	https://award.tabelog.com/hyakumeiten/curry_east/2020	100
HYK2020-0406	curry_east	カレー	EAST	6	カレー気分	北海道	北海道 札幌市清田区	https://tabelog.com/hokkaido/A0101/A010304/1000874/	1000874	https://award.tabelog.com/hyakumeiten/curry_east/2020	100
HYK2020-0407	curry_east	カレー	EAST	7	印度料理シタール	千葉県	千葉県 検見川駅	https://tabelog.com/chiba/A1201/A120104/12000109/	12000109	https://award.tabelog.com/hyakumeiten/curry_east/2020	100
HYK2020-0408	curry_east	カレー	EAST	8	ガンディー	千葉県	千葉県 京成船橋駅	https://tabelog.com/chiba/A1202/A120201/12000107/	12000107	https://award.tabelog.com/hyakumeiten/curry_east/2020	100
